kepoi_name,koi_period,koi_prad,koi_teq,koi_insol,koi_steff,status,prob_habitavel
K01517.01,40.0686713,3.1,560.0,23.27,6026.0,Não Habitável,0.0
K01574.01,114.73658,12.28,476.0,12.13,5597.0,Não Habitável,0.0
K01574.02,191.239133,6.47,401.0,6.14,5597.0,Não Habitável,0.0
K01576.01,10.41572666,3.01,797.0,95.64,5511.0,Não Habitável,0.0
K01647.01,14.97031664,2.53,883.0,143.33,5726.0,Não Habitável,0.0
K01647.02,32.2753853,2.31,683.0,51.5,5726.0,Não Habitável,0.0
K01648.01,38.3262237,2.43,480.0,12.56,5229.0,Não Habitável,0.0
K01649.01,4.04355245,1.75,613.0,33.34,3871.0,Não Habitável,0.0
K01760.01,5.52418625,2.25,976.0,214.86,5334.0,Não Habitável,0.0
K01760.02,8.77514782,1.91,837.0,115.84,5334.0,Não Habitável,0.0
K01518.01,27.5071114,2.58,569.0,24.71,5783.0,Não Habitável,0.0
K01519.01,5.1443645,1.55,923.0,171.63,5157.0,Não Habitável,0.0
K01520.01,18.45848388,2.5,632.0,37.81,5311.0,Não Habitável,0.0
K01521.01,25.9421582,1.95,501.0,14.85,5167.0,Não Habitável,0.0
K00177.01,21.06075303,1.78,669.0,47.39,5706.0,Não Habitável,0.0
K01576.02,13.08424286,2.71,739.0,70.51,5511.0,Não Habitável,0.0
K00183.01,2.684328541,12.73,1265.0,603.57,5561.0,Não Habitável,0.0
K01577.01,2.806243488,1.41,771.0,83.53,4153.0,Não Habitável,0.0
K01650.01,6.53194024,3.09,907.0,159.66,5301.0,Não Habitável,0.0
K01651.01,51.3011844,2.07,492.0,13.86,6032.0,Não Habitável,0.0
K01655.01,0.938466959,1.58,1876.0,2919.17,5499.0,Não Habitável,0.0
K00195.01,3.217518511,11.38,1185.0,464.73,5720.0,Não Habitável,0.0
K01779.01,4.66271902,3.86,1039.0,274.98,5729.0,Não Habitável,0.0
K01779.02,11.8150174,3.48,762.0,79.66,5729.0,Não Habitável,0.0
K01781.01,7.834433676,3.47,689.0,53.33,4920.0,Não Habitável,0.0
K01781.02,3.005156911,2.2,949.0,191.27,4920.0,Não Habitável,0.0
K01522.01,33.3856176,2.48,580.0,26.73,5833.0,Não Habitável,0.0
K01525.01,7.71467686,4.65,1622.0,1636.72,6900.0,Não Habitável,0.0
K01526.01,4.4444826,1.71,1217.0,518.45,6240.0,Não Habitável,0.0
K01581.01,29.5422566,3.15,515.0,16.56,5510.0,Não Habitável,0.0
K01581.02,144.551628,3.06,303.0,1.99,5510.0,Não Habitável,0.0
K01583.01,8.04727721,2.33,855.0,126.56,5840.0,Não Habitável,0.0
K01584.01,5.87063416,1.44,616.0,33.99,4166.0,Não Habitável,0.0
K00191.01,15.358767771,10.89,662.0,45.46,5422.0,Não Habitável,0.0
K01659.01,29.5390897,2.51,714.0,61.49,6572.0,Não Habitável,0.0
K00171.02,13.07141889,2.47,964.0,203.87,6122.0,Não Habitável,0.0
K01528.01,3.989544192,0.93,903.0,157.1,5229.0,Não Habitável,0.0
K01529.01,17.9776037,1.58,752.0,75.61,6296.0,Não Habitável,0.0
K01529.02,11.8693144,1.09,864.0,131.58,6296.0,Não Habitável,0.0
K01530.01,12.98494603,1.64,818.0,105.74,5948.0,Não Habitável,0.0
K01585.01,19.17893976,2.4,640.0,39.65,5767.0,Não Habitável,0.0
K01586.01,6.99130452,1.95,716.0,62.05,4847.0,Não Habitável,0.0
K01588.01,3.517494725,1.42,704.0,58.08,4132.0,Não Habitável,0.0
K01665.01,6.93365167,1.7,1104.0,351.27,5861.0,Não Habitável,0.0
K01669.01,61.0373591,3.38,610.0,32.74,6309.0,Não Habitável,0.0
K01672.01,33.8677783,2.31,394.0,5.69,4564.0,Não Habitável,0.0
K01531.01,5.69919592,1.16,964.0,204.18,5646.0,Não Habitável,0.0
K01532.01,18.11473813,2.49,830.0,112.43,6109.0,Não Habitável,0.0
K01533.01,6.24145791,1.6,1111.0,360.09,5810.0,Não Habitável,0.0
K01534.01,20.4222447,1.78,785.0,89.74,6119.0,Não Habitável,0.0
K01589.01,8.72585478,2.86,985.0,222.19,6036.0,Não Habitável,0.0
K01589.02,12.88291395,3.15,865.0,132.23,6036.0,Não Habitável,0.0
K01589.03,27.4345973,2.56,672.0,48.29,6036.0,Não Habitável,0.0
K01589.04,4.22453631,1.6,1254.0,584.24,6036.0,Não Habitável,0.0
K01589.05,44.5520266,2.29,572.0,25.3,6036.0,Não Habitável,0.0
K01677.01,52.069002,2.92,524.0,17.76,5565.0,Não Habitável,0.0
K00191.02,2.418406841,2.25,1226.0,535.84,5422.0,Não Habitável,0.0
K01683.01,9.11500269,1.78,906.0,159.34,5962.0,Não Habitável,0.0
K00172.01,13.7223682,2.23,746.0,73.16,5637.0,Não Habitável,0.0
K01470.01,15.43400996,4.3,721.0,63.79,5900.0,Não Habitável,0.0
K01534.02,7.63846084,1.12,1089.0,333.3,6119.0,Não Habitável,0.0
K01535.01,70.6981724,1.63,417.0,7.11,5811.0,Não Habitável,0.0
K01536.01,3.74443645,1.1,1328.0,736.89,5876.0,Não Habitável,0.0
K01590.02,2.35574505,1.34,1093.0,338.4,4915.0,Não Habitável,0.0
K01591.01,19.65639342,2.83,549.0,21.5,5288.0,Não Habitável,0.0
K01685.01,70.468171,3.46,511.0,16.17,6461.0,Não Habitável,0.0
K01687.01,3.93246069,1.65,894.0,151.31,4841.0,Não Habitável,0.0
K01688.01,0.921030497,1.62,2362.0,7380.64,5843.0,Não Habitável,0.0
K01692.01,5.960400011,2.85,890.0,148.26,5418.0,Não Habitável,0.0
K01472.01,85.3514875,6.31,390.0,5.44,5584.0,Não Habitável,0.0
K01474.01,69.72646639,11.65,613.0,33.3,6430.0,Não Habitável,0.0
K01475.01,1.609321941,1.57,958.0,199.28,4224.0,Não Habitável,0.0
K01475.02,9.51220046,1.99,530.0,18.66,4224.0,Não Habitável,0.0
K01475.03,4.72941177,1.22,669.0,47.3,4224.0,Não Habitável,0.0
K00003.01,4.887803076,4.82,800.0,96.67,4778.0,Não Habitável,0.0
K00020.01,4.437962934,18.05,1338.0,757.65,5953.0,Não Habitável,0.0
K00179.01,20.74028645,4.24,798.0,95.68,6226.0,Não Habitável,0.0
K01593.01,9.69501146,2.08,833.0,114.06,5896.0,Não Habitável,0.0
K01593.02,15.3825394,2.14,714.0,61.61,5896.0,Não Habitável,0.0
K01595.01,40.1097817,3.11,556.0,22.65,5509.0,Não Habitável,0.0
K01692.02,2.46106962,0.84,1195.0,483.09,5418.0,Não Habitável,0.0
K01700.01,8.03753796,1.54,744.0,72.44,5044.0,Não Habitável,0.0
K01476.01,56.3587987,5.04,419.0,7.29,5446.0,Não Habitável,0.0
K00172.02,242.467406,1.73,286.0,1.59,5637.0,Não Habitável,0.0
K01478.01,76.13622222,4.78,399.0,6.01,5591.0,Não Habitável,0.0
K01596.01,5.92365747,0.99,531.0,18.87,3883.0,Não Habitável,0.0
K01596.02,105.3582299,1.87,204.0,0.41,3883.0,Não Habitável,0.02
K00186.01,3.24325988,12.91,1243.0,563.17,5823.0,Não Habitável,0.0
K01598.01,56.4758069,3.22,417.0,7.14,5497.0,Não Habitável,0.0
K01598.02,92.8747294,2.64,353.0,3.68,5497.0,Não Habitável,0.0
K01702.01,1.538180949,1.0,602.0,30.85,3364.0,Não Habitável,0.0
K01704.01,10.4188915,3.17,855.0,126.48,5692.0,Não Habitável,0.0
K01705.01,20.4998763,2.8,731.0,67.67,6249.0,Não Habitável,0.0
K01706.01,1.921437488,1.77,1276.0,626.79,5238.0,Não Habitável,0.0
K01707.01,96.109323,4.01,409.0,6.59,5792.0,Não Habitável,0.0
K01480.01,20.38174802,3.16,528.0,18.36,4883.0,Não Habitável,0.0
K01481.01,5.101375725,2.84,1050.0,287.28,5869.0,Não Habitável,0.0
K00179.02,572.376632,5.8,264.0,1.15,6226.0,Não Habitável,0.0
K01598.03,13.93068791,1.4,665.0,46.19,5497.0,Não Habitável,0.0
K01599.01,20.4074846,2.9,660.0,44.8,5823.0,Não Habitável,0.0
K01601.01,10.35078415,1.97,842.0,119.01,5534.0,Não Habitável,0.0
K01601.02,62.9224936,2.75,462.0,10.73,5534.0,Não Habitável,0.0
K00191.04,38.6520796,2.07,487.0,13.28,5422.0,Não Habitável,0.0
K01710.01,14.20442616,1.9,602.0,31.1,5350.0,Não Habitável,0.0
K01711.01,55.673582,2.19,384.0,5.16,4998.0,Não Habitável,0.0
K01713.01,6.82778157,1.34,577.0,26.31,4198.0,Não Habitável,0.0
K01486.01,127.2824442,12.04,392.0,5.61,5733.0,Não Habitável,0.0
K00173.01,10.06083238,2.58,899.0,154.16,5705.0,Não Habitável,0.0
K01486.02,30.1837021,3.65,634.0,38.2,5733.0,Não Habitável,0.0
K01553.01,52.75878505,8.76,540.0,20.08,6228.0,Não Habitável,0.0
K01952.04,42.4729078,2.03,539.0,19.93,5616.0,Não Habitável,0.0
K01955.01,15.17026921,2.47,905.0,158.23,6297.0,Não Habitável,0.0
K01955.02,39.4576228,2.8,658.0,44.26,6297.0,Não Habitável,0.0
K01958.01,17.8159689,3.12,699.0,56.48,5964.0,Não Habitável,0.0
K01959.01,36.5157639,2.55,425.0,7.71,4847.0,Não Habitável,0.0
K02032.01,14.07969236,2.08,931.0,177.81,5821.0,Não Habitável,0.0
K02033.01,16.54081386,1.57,570.0,24.87,5064.0,Não Habitável,0.0
K02034.01,3.609313059,3.26,1092.0,336.16,5668.0,Não Habitável,0.0
K02035.01,1.93155546,2.25,1290.0,655.43,5461.0,Não Habitável,0.0
K02036.01,8.41100305,1.8,472.0,11.71,3757.0,Não Habitável,0.0
K01825.01,13.52252364,2.11,652.0,42.82,5338.0,Não Habitável,0.0
K01826.01,134.2520474,3.43,393.0,5.63,5818.0,Não Habitável,0.0
K00199.01,3.268695042,16.91,1597.0,1539.0,5927.0,Não Habitável,0.0
K01828.01,99.7468804,3.94,391.0,5.55,5620.0,Não Habitável,0.0
K00205.01,11.720123999,7.94,660.0,44.89,5215.0,Não Habitável,0.0
K01890.01,4.33643506,1.75,1453.0,1054.56,6180.0,Não Habitável,0.0
K01891.01,15.95541913,2.18,573.0,25.54,4891.0,Não Habitável,0.0
K01891.02,8.25980352,1.35,714.0,61.43,4891.0,Não Habitável,0.0
K01892.01,62.5613879,3.54,417.0,7.13,5662.0,Não Habitável,0.0
K01960.01,8.96847034,2.17,1024.0,259.95,5808.0,Não Habitável,0.0
K01961.01,1.907810683,0.91,1268.0,609.28,5435.0,Não Habitável,0.0
K01965.01,2.514628496,1.27,1217.0,517.89,5662.0,Não Habitável,0.0
K00219.01,8.025118521,7.79,1093.0,336.73,6002.0,Não Habitável,0.0
K02036.02,5.79529495,1.05,534.0,19.23,3757.0,Não Habitável,0.0
K02037.01,73.7578875,4.28,375.0,4.66,5029.0,Não Habitável,0.0
K02038.01,8.30537702,1.69,809.0,101.43,5435.0,Não Habitável,0.0
K01830.01,13.22714056,2.22,638.0,39.1,5180.0,Não Habitável,0.0
K01831.01,51.8098276,2.6,410.0,6.71,5191.0,Não Habitável,0.0
K01831.02,4.38536428,1.15,935.0,180.22,5191.0,Não Habitável,0.0
K01831.03,34.205785079,1.1,471.0,11.67,5191.0,Não Habitável,0.0
K01831.04,13.97945055,1.97,635.0,38.44,5191.0,Não Habitável,0.0
K01893.01,3.554856338,1.29,1157.0,425.04,6068.0,Não Habitável,0.0
K01894.01,5.28790754,7.1,1661.0,1802.31,4994.0,Não Habitável,0.0
K01895.01,8.45746636,1.87,540.0,20.08,4347.0,Não Habitável,0.0
K01895.02,17.28116957,2.04,425.0,7.75,4347.0,Não Habitável,0.0
K01895.03,32.1340014,1.84,346.0,3.39,4347.0,Não Habitável,0.0
K01897.01,59.7711433,3.17,522.0,17.53,6214.0,Não Habitável,0.0
K01967.01,4.417692516,1.57,790.0,92.16,4766.0,Não Habitável,0.0
K01968.01,10.08744556,3.15,942.0,186.14,6310.0,Não Habitável,0.0
K01969.01,16.34355902,3.26,730.0,67.34,5730.0,Não Habitável,0.0
K01970.01,21.96401646,2.57,643.0,40.41,5774.0,Não Habitável,0.0
K01970.02,125.602323,2.89,360.0,3.95,5774.0,Não Habitável,0.0
K02038.02,12.51353325,1.88,706.0,58.69,5435.0,Não Habitável,0.0
K02038.03,17.9134215,1.39,626.0,36.38,5435.0,Não Habitável,0.0
K02038.04,25.2149143,1.19,559.0,23.05,5435.0,Não Habitável,0.0
K02039.01,5.42586901,1.48,973.0,211.66,5594.0,Não Habitável,0.0
K02040.01,19.58561177,3.09,666.0,46.51,5618.0,Não Habitável,0.0
K01832.01,4.544436472,3.0,1017.0,253.48,5445.0,Não Habitável,0.0
K01832.02,12.76220558,3.18,721.0,63.86,5445.0,Não Habitável,0.0
K01832.03,38.7149617,2.62,498.0,14.55,5445.0,Não Habitável,0.0
K01833.01,3.69298623,1.74,745.0,72.66,4402.0,Não Habitável,0.0
K00206.01,5.334082429,13.08,1495.0,1180.64,6332.0,Não Habitável,0.0
K01898.01,6.4980147,1.87,1026.0,262.18,5727.0,Não Habitável,0.0
K01899.01,19.76169247,2.81,791.0,92.38,6327.0,Não Habitável,0.0
K01900.01,5.18498961,1.15,652.0,42.62,4325.0,Não Habitável,0.0
K01901.01,85.6542476,3.56,522.0,17.51,5818.0,Não Habitável,0.0
K01971.01,19.32945602,2.26,529.0,18.57,5026.0,Não Habitável,0.0
K01973.01,3.290114076,1.49,802.0,97.96,4484.0,Não Habitável,0.0
K00214.01,3.311864148,9.06,1116.0,365.94,5461.0,Não Habitável,0.0
K00220.01,2.422084188,3.55,1213.0,511.66,5598.0,Não Habitável,0.0
K02043.01,78.5461106,3.55,501.0,14.85,5808.0,Não Habitável,0.0
K02044.01,16.92342126,3.4,702.0,57.37,5786.0,Não Habitável,0.0
K02045.01,5.47665801,2.01,741.0,71.0,4650.0,Não Habitável,0.0
K01835.01,4.580346161,1.38,889.0,147.56,5103.0,Não Habitável,0.0
K01835.02,2.248288213,1.25,1127.0,380.75,5103.0,Não Habitável,0.0
K01835.03,6.76690759,1.31,781.0,87.79,5103.0,Não Habitável,0.0
K01837.01,34.1732156,2.37,465.0,11.09,5201.0,Não Habitável,0.0
K01838.01,16.7364755,2.73,464.0,10.99,4334.0,Não Habitável,0.0
K01904.01,12.43929428,1.3,627.0,36.57,4987.0,Não Habitável,0.0
K01905.01,7.62635494,1.21,703.0,57.89,4955.0,Não Habitável,0.0
K01907.01,11.35010642,1.75,403.0,6.25,3597.0,Não Habitável,0.0
K01974.01,109.4450597,3.04,340.0,3.14,5403.0,Não Habitável,0.0
K01975.01,7.56052209,2.4,914.0,164.9,5895.0,Não Habitável,0.0
K01976.01,12.12401737,2.37,675.0,48.98,5094.0,Não Habitável,0.0
K01977.01,9.38740646,1.69,575.0,25.83,4500.0,Não Habitável,0.0
K01977.02,7.41556471,0.79,622.0,35.37,4500.0,Não Habitável,0.0
K02045.02,24.2101973,1.5,451.0,9.8,4650.0,Não Habitável,0.0
K02046.01,23.8990075,3.26,823.0,108.3,5511.0,Não Habitável,0.0
K02047.01,6.22161107,1.59,1101.0,348.15,6277.0,Não Habitável,0.0
K02048.01,6.17998508,2.12,814.0,104.06,5149.0,Não Habitável,0.0
K02049.01,1.569066598,1.68,1849.0,2763.39,5821.0,Não Habitável,0.0
K01839.01,9.59068586,3.93,1087.0,329.34,5476.0,Não Habitável,0.0
K01840.01,7.03932913,4.67,1060.0,298.33,5846.0,Não Habitável,0.0
K01841.01,49.6075771,2.12,402.0,6.17,5187.0,Não Habitável,0.0
K01842.01,16.84183355,3.08,699.0,56.43,5602.0,Não Habitável,0.0
K00200.01,7.340714946,14.31,1155.0,421.03,6056.0,Não Habitável,0.0
K01908.01,12.55111099,1.34,480.0,12.56,4213.0,Não Habitável,0.0
K00208.01,3.003879547,10.96,1438.0,1011.87,6311.0,Não Habitável,0.0
K01908.02,24.0884178,1.16,386.0,5.26,4213.0,Não Habitável,0.0
K01909.01,12.75800092,1.49,822.0,107.96,5782.0,Não Habitável,0.0
K01909.02,5.47033376,1.15,1090.0,334.27,5782.0,Não Habitável,0.0
K01978.01,6.51112385,3.09,1008.0,243.67,6032.0,Não Habitável,0.0
K01978.02,23.85163321,3.37,654.0,43.19,6032.0,Não Habitável,0.0
K01979.01,2.714078374,1.38,1301.0,675.86,5815.0,Não Habitável,0.0
K01980.01,122.8799543,2.7,326.0,2.66,5413.0,Não Habitável,0.0
K01982.01,4.88753111,2.45,1003.0,239.11,5568.0,Não Habitável,0.0
K02059.01,6.14728341,0.79,770.0,83.18,4997.0,Não Habitável,0.0
K02060.01,2.800111267,2.13,956.0,197.81,4786.0,Não Habitável,0.0
K02062.01,34.3511339,2.75,576.0,26.1,6091.0,Não Habitável,0.0
K00221.01,3.413036353,6.62,1200.0,490.24,5392.0,Não Habitável,0.0
K02063.01,3.00725068,1.56,1122.0,373.99,5667.0,Não Habitável,0.0
K01843.01,4.194496867,1.57,577.0,26.2,3706.0,Não Habitável,0.0
K01845.01,1.970340203,3.97,1599.0,1540.07,4883.0,Não Habitável,0.0
K01845.02,5.05821338,10.69,1168.0,439.8,4883.0,Não Habitável,0.0
K01847.01,26.85323647,2.65,544.0,20.77,5329.0,Não Habitável,0.0
K01909.03,25.0985083,1.59,656.0,43.84,5782.0,Não Habitável,0.0
K01910.01,34.2685741,2.44,477.0,12.2,5083.0,Não Habitável,0.0
K01911.01,5.75321539,3.14,920.0,169.44,5445.0,Não Habitável,0.0
K01913.01,5.50860699,1.49,934.0,179.62,5448.0,Não Habitável,0.0
K01914.01,18.93055119,4.41,766.0,81.42,5015.0,Não Habitável,0.0
K01984.01,22.06402,2.67,712.0,60.81,6232.0,Não Habitável,0.0
K01985.01,5.756245244,2.24,773.0,84.16,4931.0,Não Habitável,0.0
K01986.01,148.4601819,3.61,285.0,1.56,5159.0,Não Habitável,0.0
K01988.01,0.934885365,3.21,2080.0,4435.29,4777.0,Não Habitável,0.0
K02051.01,25.7626846,2.66,633.0,37.99,5739.0,Não Habitável,0.0
K02051.02,11.0317836,1.45,840.0,117.67,5739.0,Não Habitável,0.0
K00220.02,4.12511935,0.88,1016.0,252.18,5598.0,Não Habitável,0.0
K02053.01,13.12162167,1.99,913.0,164.48,6140.0,Não Habitável,0.0
K01848.01,49.6220669,3.33,546.0,20.99,5938.0,Não Habitável,0.0
K01849.01,8.08801663,2.94,792.0,92.93,5269.0,Não Habitável,0.0
K01850.01,11.55103848,2.17,845.0,120.76,5907.0,Não Habitável,0.0
K01851.01,4.469754641,2.26,1103.0,350.69,5988.0,Não Habitável,0.0
K01852.01,15.77382794,2.72,955.0,196.14,6283.0,Não Habitável,0.0
K01915.01,6.56226483,3.07,1290.0,654.67,5878.0,Não Habitável,0.0
K01916.01,20.67876365,2.42,749.0,74.36,5865.0,Não Habitável,0.0
K00209.01,50.79034648,10.6,612.0,33.12,6163.0,Não Habitável,0.0
K01916.02,9.59993246,2.08,967.0,206.91,5865.0,Não Habitável,0.0
K01916.03,2.0248205,1.01,1625.0,1652.5,5865.0,Não Habitável,0.0
K01989.01,201.118319,2.28,300.0,1.92,5646.0,Não Habitável,0.0
K01990.01,24.7577652,2.44,644.0,40.74,6106.0,Não Habitável,0.0
K01992.01,12.7983174,2.88,908.0,160.33,5592.0,Não Habitável,0.0
K01996.01,10.13200555,1.67,574.0,25.66,4777.0,Não Habitável,0.0
K01997.01,38.505224,2.45,532.0,18.98,5974.0,Não Habitável,0.0
K02053.02,4.6126736,1.6,1294.0,663.8,6140.0,Não Habitável,0.0
K02055.01,8.67890312,2.56,905.0,158.43,5509.0,Não Habitável,0.0
K02056.01,39.3135699,2.07,540.0,20.04,6060.0,Não Habitável,0.0
K02057.01,5.94565516,1.12,568.0,24.71,3974.0,Não Habitável,0.0
K02058.01,1.52373073,1.26,818.0,105.95,3746.0,Não Habitável,0.0
K00201.01,4.225384543,9.0,1111.0,360.46,5574.0,Não Habitável,0.0
K01853.01,60.0853848,2.4,485.0,13.07,6028.0,Não Habitável,0.0
K01854.01,43.0343364,2.5,484.0,13.01,5550.0,Não Habitável,0.0
K01857.01,88.6440015,2.51,391.0,5.51,5661.0,Não Habitável,0.0
K01917.01,35.01190875,2.97,603.0,31.35,5872.0,Não Habitável,0.0
K01920.01,16.57099265,2.03,614.0,33.53,5483.0,Não Habitável,0.0
K01921.01,16.00496657,3.71,1040.0,276.53,6384.0,Não Habitável,0.0
K01922.01,1.954525966,2.38,1540.0,1331.18,5741.0,Não Habitável,0.0
K01923.01,7.23400381,1.78,831.0,112.48,5411.0,Não Habitável,0.0
K01998.01,6.77408984,2.5,1058.0,295.82,6246.0,Não Habitável,0.0
K00216.01,20.172024672,6.24,564.0,24.0,5064.0,Não Habitável,0.0
K02000.01,26.41044199,2.45,512.0,16.27,5448.0,Não Habitável,0.0
K02001.01,8.27745764,2.46,1088.0,331.35,5129.0,Não Habitável,0.0
K02002.01,14.37504582,2.05,786.0,90.16,5931.0,Não Habitável,0.0
K02066.01,147.97391,3.33,329.0,2.78,5578.0,Não Habitável,0.0
K02067.01,13.24503482,1.77,887.0,146.31,5636.0,Não Habitável,0.0
K02069.01,77.2550726,3.7,548.0,21.37,6564.0,Não Habitável,0.0
K02071.01,3.85690686,0.93,972.0,210.44,5272.0,Não Habitável,0.0
K01858.01,116.3311739,3.26,323.0,2.59,5354.0,Não Habitável,0.0
K01860.01,6.31943553,2.71,986.0,223.15,5670.0,Não Habitável,0.0
K01860.02,12.20951755,2.61,791.0,92.68,5670.0,Não Habitável,0.0
K01860.03,3.07644709,1.61,1253.0,583.25,5670.0,Não Habitável,0.0
K01925.01,68.958447,1.11,402.0,6.17,5455.0,Não Habitável,0.0
K00209.02,18.79591276,7.39,852.0,124.64,6163.0,Não Habitável,0.0
K01928.01,63.0380366,2.59,465.0,11.1,5798.0,Não Habitável,0.0
K01929.01,9.69315023,1.89,1017.0,253.08,5683.0,Não Habitável,0.0
K02004.01,56.1886436,2.56,503.0,15.13,5700.0,Não Habitável,0.0
K02005.01,6.92101452,1.48,619.0,34.85,4461.0,Não Habitável,0.0
K02006.01,3.27344784,0.81,625.0,36.05,3758.0,Não Habitável,0.0
K02007.01,15.3789014,2.94,1039.0,275.53,5817.0,Não Habitável,0.0
K01783.01,134.4785189,10.52,412.0,6.81,5791.0,Não Habitável,0.0
K01787.01,98.7179332,6.99,360.0,3.97,5808.0,Não Habitável,0.0
K01788.01,71.52543938,5.76,340.0,3.15,4855.0,Não Habitável,0.0
K00202.01,1.72086129,13.25,1647.0,1743.61,5742.0,Não Habitável,0.0
K01862.01,56.4349933,2.37,465.0,11.04,5534.0,Não Habitável,0.0
K01863.01,33.7888028,2.71,611.0,33.01,6202.0,Não Habitável,0.0
K01864.01,3.215109385,1.54,1155.0,421.21,5541.0,Não Habitável,0.0
K01929.02,3.29276797,1.39,1458.0,1068.95,5683.0,Não Habitável,0.0
K01930.01,13.72710334,2.38,1005.0,241.58,5951.0,Não Habitável,0.0
K01930.02,24.3110031,2.3,831.0,112.64,5951.0,Não Habitável,0.0
K01930.03,44.4304059,2.61,680.0,50.42,5951.0,Não Habitável,0.0
K01930.04,9.34145925,1.56,1143.0,403.44,5951.0,Não Habitável,0.0
K01931.01,4.97760447,1.75,1023.0,258.91,5353.0,Não Habitável,0.0
K02007.02,21.1285655,2.88,935.0,180.55,5817.0,Não Habitável,0.0
K00216.02,7.51854537,1.42,784.0,89.41,5064.0,Não Habitável,0.0
K02010.01,25.96190067,3.25,850.0,123.11,6369.0,Não Habitável,0.0
K01790.01,130.3543929,7.7,369.0,4.36,5970.0,Não Habitável,0.0
K00196.01,1.855557556,10.05,1436.0,1004.89,5657.0,Não Habitável,0.0
K01797.01,16.78175788,2.25,545.0,20.82,4925.0,Não Habitável,0.0
K01866.01,105.3035093,3.18,351.0,3.58,5534.0,Não Habitável,0.0
K01867.01,2.549562652,1.11,682.0,50.9,3716.0,Não Habitável,0.0
K01867.02,13.96950181,2.04,387.0,5.29,3716.0,Não Habitável,0.0
K01867.03,5.21230171,1.04,537.0,19.7,3716.0,Não Habitável,0.0
K01868.01,17.76076524,1.93,368.0,4.34,3826.0,Não Habitável,0.0
K01931.02,10.55840479,1.41,796.0,94.94,5353.0,Não Habitável,0.0
K01931.03,6.98800953,1.39,914.0,164.86,5353.0,Não Habitável,0.0
K01932.01,22.8245144,3.36,946.0,189.46,6642.0,Não Habitável,0.0
K01933.01,49.1011093,3.28,498.0,14.57,5393.0,Não Habitável,0.0
K02011.01,7.05675145,1.68,1196.0,483.95,6388.0,Não Habitável,0.0
K02012.01,34.8536903,2.4,522.0,17.62,5818.0,Não Habitável,0.0
K02013.01,2.41434868,0.97,953.0,195.08,4507.0,Não Habitável,0.0
K02016.01,4.30656389,1.95,1177.0,453.2,6108.0,Não Habitável,0.0
K01800.01,7.794302043,16.51,882.0,142.82,5494.0,Não Habitável,0.0
K01801.01,14.5324483,3.11,664.0,46.06,5345.0,Não Habitável,0.0
K01802.01,5.248667607,2.84,1056.0,293.42,5807.0,Não Habitável,0.0
K01870.01,7.96431492,2.44,805.0,99.42,5185.0,Não Habitável,0.0
K01871.01,92.7297248,2.81,276.0,1.38,4580.0,Não Habitável,0.0
K00203.01,1.485710994,14.48,1562.0,1404.81,5624.0,Não Habitável,0.0
K01873.01,71.3116598,4.94,475.0,12.01,6194.0,Não Habitável,0.0
K01937.01,1.411230023,1.71,1164.0,436.04,4575.0,Não Habitável,0.0
K01938.01,96.9151707,2.37,325.0,2.64,5162.0,Não Habitável,0.0
K01939.01,13.47472742,1.96,634.0,38.21,5395.0,Não Habitável,0.0
K02017.01,2.29503515,1.18,1304.0,681.51,5637.0,Não Habitável,0.0
K02018.01,27.495634,2.11,590.0,28.66,5657.0,Não Habitável,0.0
K02019.01,14.08826442,2.66,724.0,64.97,5853.0,Não Habitável,0.0
K00217.01,3.905081685,12.78,1046.0,282.59,5543.0,Não Habitável,0.0
K02020.01,110.9643706,2.11,239.0,0.77,4441.0,Não Habitável,0.07
K01805.01,6.94135824,2.96,876.0,139.05,5527.0,Não Habitável,0.0
K00197.01,17.276296682,7.31,538.0,19.88,4941.0,Não Habitável,0.0
K01805.02,31.7821117,2.08,528.0,18.32,5527.0,Não Habitável,0.0
K01805.03,4.36273233,1.76,1023.0,258.7,5527.0,Não Habitável,0.0
K01874.01,18.6848377,1.93,402.0,6.16,4156.0,Não Habitável,0.0
K01874.02,7.41634701,1.24,547.0,21.1,4156.0,Não Habitável,0.0
K01875.01,9.91724268,2.85,903.0,157.41,5539.0,Não Habitável,0.0
K01876.01,82.5341188,2.45,260.0,1.08,4316.0,Não Habitável,0.0
K01877.01,20.16037858,1.75,510.0,16.03,4975.0,Não Habitável,0.0
K01940.01,10.99470891,1.71,512.0,16.24,4302.0,Não Habitável,0.0
K01942.01,10.84969477,2.67,676.0,49.3,5251.0,Não Habitável,0.0
K01944.01,12.18420006,2.59,819.0,106.52,5771.0,Não Habitável,0.0
K02021.01,3.76417012,1.7,908.0,160.99,5063.0,Não Habitável,0.0
K02022.01,5.92972237,1.92,972.0,210.95,5741.0,Não Habitável,0.0
K02022.02,12.2476121,1.9,763.0,80.29,5741.0,Não Habitável,0.0
K02023.01,13.59051547,2.4,724.0,64.8,5442.0,Não Habitável,0.0
K02024.01,46.8776724,2.62,484.0,13.01,5504.0,Não Habitável,0.0
K01808.01,89.1935737,3.81,483.0,12.83,6071.0,Não Habitável,0.0
K01809.01,13.09390911,2.2,752.0,75.58,5772.0,Não Habitável,0.0
K01809.02,4.915385452,1.46,1042.0,279.43,5772.0,Não Habitável,0.0
K01813.01,9.76785911,2.54,749.0,74.48,5371.0,Não Habitável,0.0
